Temperature,Humidity
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,91
26,90
26,90
26,90
26,90
26,91
26,90
26,90
26,90
26,90
26,90
26,90
26,91
26,91
26,90
26,91
26,90
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
26,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,92
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,92
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,92
27,91
27,91
27,91
27,91
27,92
27,92
27,92
27,92
27,92
27,92
27,92
27,91
27,91
27,92
27,92
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
